name,Mig3Full_HOdMig3_D04,Mig3Full_HOdMig3_F10,Mig3Full_HOdMig3_C05,Mig3Full_HOdMig3_A04,Mig3Full_HOdMig3_H11,Mig3Full_HOdMig3_A02,Mig3Full_HOdMig3_A08,Mig3Full_HOdMig3_B02,Mig3Full_HOdMig3_B01,Mig3Full_HOdMig3_E07,Mig3Full_HOdMig3_E09,Mig3Full_HOdMig3_A10,Mig3Full_HOdMig3_D05,Mig3Full_HOdMig3_D11,Mig3Full_HOdMig3_D08,Mig3Full_HOdMig3_E02,Mig3Full_HOdMig3_C02,Mig3Full_HOdMig3_B06,Mig3Full_HOdMig3_D03,Mig3Full_HOdMig3_G02,Mig3Full_HOdMig3_G09,Mig3Full_HOdMig3_F12,Mig3Full_HOdMig3_A12,Mig3Full_HOdMig3_H08,Mig3Full_HOdMig3_TEF,Mig3Full_HOdMig3_H02,Mig3Full_HOdMig3_F01,Mig3Full_HOdMig3_E06,Mig3Full_HOdMig3_H05
NHP6B,7.20016897306687,6.921108141054687,6.971487535049869,7.0572902217212325,6.998601112372172,6.295810147997512,7.103926979018665,6.9720872819240505,6.84398602412248,6.985623428782521,7.075345297523631,6.875573825852581,6.995119771533699,6.769305822585451,7.095712188271556,7.427972139926362,6.659993686310497,6.634724040250931,6.739759137618088,6.740696355925768,7.070005556315556,7.139821794284124,6.921129781397387,7.031996960215992,6.874914198857554,6.981283675461052,7.150918782021458,7.246394658363986,7.003276391112719
TDA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRP10,5.896388224889767,6.082389048087748,6.01290746242985,6.087663870764751,5.893631552770629,6.161509056285921,5.903989408509912,6.4745876224532335,6.99598911756753,6.413044652517198,5.774685819389919,6.368613837132698,5.825194770091386,6.166641320130837,6.342352155854681,5.634423017393788,6.001030604145565,6.457846278166851,6.179044183143608,5.554283231694886,6.088152903025816,6.024344576864189,6.328305162903261,6.127574620198223,6.336494284073428,6.318318662738622,6.574726490928034,6.246394658363986,5.868975299401128
ECM12,1.8963882248897668,2.3819493299466563,2.869949508587807,2.8246294649309576,2.1657110982074306,2.388919552388994,3.5018909649385668,2.709052876090256,0.0,1.127642433654949,2.002096315492992,2.705648824410269,3.4101572708125425,2.7336819128547303,2.2130691389097144,2.727532421785269,3.338065591423135,1.9342843221098387,1.8571160882562463,0.0,1.7662248081384535,2.439382076143032,2.3975678253403747,2.4271349020571305,2.944176861294668,2.7333561620174662,0.0,2.5739693163924904,3.0963857955042005
CCW14,8.29726766117195,7.959378157982405,8.167630057228493,7.87774080139052,7.920598600370899,7.983866141682772,7.864461044323275,7.813389535904991,7.940847563375069,7.922058300005055,7.809451237550596,8.320358668525477,7.683175765218959,8.212653717887672,7.798031639630871,8.11984984456403,7.923028092144292,7.865021659672725,7.811312398643121,8.15573385520461,7.494145262701653,8.292379663756348,8.05577930809217,7.886566520694428,8.20156470398732,8.027976910909093,8.332525588511405,8.049702747358888,7.979028844866042
YAL064W-B,0.0,0.0,0.0,0.502701370043595,0.0,0.803957051667838,0.6945360428809626,0.0,0.0,2.127642433654949,0.0,0.0,0.0,0.4117538179673681,2.2130691389097144,0.0,1.7531030907019791,0.0,0.0,0.0,0.0,0.0,1.9825303260615308,0.0,0.9441768612946676,1.7333561620174662,2.7933667774033744,0.0,0.0
VMA10,10.007523895124471,9.841380948583954,9.888613352852843,9.9885306787455,10.048354147569272,10.128137598286578,9.93294078220604,9.72251513589682,9.422253872269629,10.127642433654948,10.039185634228213,9.96930926411845,9.796738324042158,9.79545811044142,9.961261988499174,9.98492026447792,10.005768523152229,10.058405633939026,9.906964637706809,9.80743790680202,10.121575904563269,9.905356540647102,10.026924445419985,10.23663509594629,10.165763982559472,10.05978564913977,9.94818488645548,10.118933749181728,9.754597278255996
CWP2,10.804780845663515,10.808214084648752,10.942305457447938,10.832497708264295,10.980293564113706,10.41498184897519,10.831527154961192,10.802866549492984,10.125272134512496,10.736821171796928,10.849675715160094,10.655961700309916,10.454551390170996,10.867081038271929,10.738589948004783,9.989627267155448,10.23288335473108,10.496526746330913,10.368868742023626,10.516481198982502,10.299554540444287,10.371301466243072,10.340082330679614,10.136793150227602,10.160922719489973,10.165898062405724,10.144305958949806,10.083744320719427,9.773518140153223
SAE3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6740610226801675,1.127642433654949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7933667774033746,0.0,0.0
AUA1,3.896388224889767,3.3819493299466563,1.2849870078666512,4.087663870764751,3.1657110982074306,2.388919552388994,0.0,0.3871247812028942,3.259023523401324,1.127642433654949,2.417133814771836,3.442614418576475,1.8251947700913864,3.2191087400249723,2.2130691389097144,3.727532421785269,3.753103090701979,3.5192468228309943,3.1790441831436085,3.018230331454677,0.0,0.1174539812556699,3.3975678253403747,3.649527323393578,2.529139362015824,3.0552842569048284,3.115294872290737,0.5739693163924904,3.511423294783044
