,spearman,pval,FDR
RPG1,-0.3049185641358075,0.0495879433953715,False
SEC18,-0.2415525484158495,0.123287999732415,False
SPT7,-0.1178996839802285,0.457107699086189,False
UBC4,-0.0230937525322097,0.8845788661799354,False
TEC1,-0.7311401020986955,3.8261511887514487e-08,True
MIS1,-0.1485292926018961,0.3478582736030075,False
AAC3,-0.5078194635766956,0.0005969939008132,True
IST2,0.0324933149663722,0.8381350528584994,False
RFC5,-0.4053966453285795,0.0077351687787289,False
POL30,-0.2585689976501094,0.0982494572867436,False
YBR089W,-0.1523305205388652,0.3355185218895017,False
YBR090C,0.4705453366826027,0.001662481495203,True
TIM12,0.4055587067498582,0.0077083902921967,False
PHO3,-0.7813791426950816,1.0184031192425807e-09,True
PHO5,-0.5977635523863545,2.9143559128426788e-05,True
PBY1,0.0553439753666639,0.7277554836266957,False
RXT2,-0.0059152418766712,0.9703426547368104,False
YBR096W,-0.2644032088161413,0.0906311040798686,False
VPS15,-0.0331415606514869,0.8349500947162874,False
MMS4,-0.3632606757961267,0.0180514863682895,False
YBR099C,0.047565027145288,0.7648460560517768,False
FES1,-0.1341058261080949,0.3971562724654048,False
EXO84,0.2102746941090673,0.1813498824966662,False
SIF2,-0.0375172190260108,0.8135221248988764,False
YMC2,0.1987683331982821,0.2069749649904421,False
VID24,0.5852848229478973,4.676569106655951e-05,True
SND3,-0.1209788509845231,0.4453553885792711,False
IML3,0.1049347702779353,0.508380472348323,False
AIM3,0.0021878291872619,0.9890287466122069,False
CMD1,-0.4352159468438538,0.0039702710034545,True
ALG1,-0.3721740539664533,0.0152211676457991,False
YSA1,0.7504254112308565,1.0521327855998244e-08,True
CYC8,-0.372336115387732,0.015173406060102,False
YBR113W,-0.1983142906349222,0.2080354425246377,False
RAD16,0.6339032493314967,6.581817330799476e-06,True
LYS2,-0.0699295032817437,0.6598953881531918,False
YBR116C,0.1787167968717661,0.2574622021819873,False
TKL2,0.3764591748916989,0.0140002749368197,False
TEF2,-0.6967830807876186,2.967054048761888e-07,True
MUD1,0.2169192123814926,0.1676279252236343,False
CBP6,0.2819058423142371,0.0704969657669266,False
GRS1,-0.501337006725549,0.0007194105990064,True
MRPL36,0.1990924560408394,0.2062202448612969,False
TFC1,0.0433514301920427,0.7851616027132914,False
YBR124W,0.0900397126666933,0.5706680076779685,False
PTC4,-0.2898468519568917,0.0626135276906812,False
TPS1,0.905842314237096,1.6510645444699044e-16,True
VMA2,0.5651892067093428,9.62711618407704e-05,True
ATG14,0.1464224941252735,0.3548154482943115,False
OPY1,0.0151527428895551,0.9241219712629278,False
SHE3,0.072198363179645,0.6495610193491688,False
CCZ1,-0.1968235961429382,0.2115437867921066,False
AGP2,0.0047808119277206,0.9760285229315552,False
HSL7,-0.4953407341382383,0.000852114917127,True
YBR134W,0.337053755142996,0.0290540941777801,False
CKS1,-0.0858115225670529,0.5889642267053817,False
MEC1,0.1600356535126813,0.3113497892543492,False
YBR137W,0.3887043189368771,0.0109595325198838,False
YBR138C,-0.156794425087108,0.3213785207607576,False
ATG42,0.6314723280123167,7.318049248073632e-06,True
IRA1,-0.2242119763390325,0.1534486606848451,False
BMT2,-0.1760797342192691,0.2646653864440314,False
MAK5,0.0777084515031196,0.6247348590528508,False
SUP45,0.1392917915890122,0.3789832631226455,False
YBR144C,0.0130393226097614,0.9346803948244106,False
ADH5,0.3535369905194069,0.0216321573112679,False
MRPS9,0.3624503686897334,0.0183294417298737,False
RTC2,0.5678742274127094,8.765419562824488e-05,True
YSW1,0.1971477189854955,0.2107774875427119,False
ARA1,0.8536585365853658,6.777708334364933e-13,True
TBS1,0.4055587067498582,0.0077083902921967,False
APD1,0.496475164087189,0.0008254508773736,True
SPP381,0.0388065307201998,0.80723304600744,False
RIB7,0.0085082246171298,0.9573522751651892,False
RPB5,0.079491127137185,0.6167880871167384,False
CNS1,-0.2695891742970586,0.0842503794715003,False
SLI15,0.0193663398428004,0.9031113709599252,False
ICS2,0.3797909407665506,0.0131093992365867,False
AMN1,-0.2763957539907625,0.0764128271778064,False
IFA38,0.1683007859978932,0.286685792980509,False
CDC28,0.104610647435378,0.509698378107518,False
CSH1,-0.0352483591281095,0.8246172031663679,False
TOS1,-0.7413499716392513,1.9589846168439522e-08,True
EXO5,0.0791670042946276,0.6182297820756238,False
ARL1,0.2028198687302488,0.1976789036236161,False
UBS1,0.1621424519893039,0.3049387960617184,False
TYR1,-0.0613402479539745,0.6995728935929648,False
POP7,-0.2794749209950571,0.0730607198477551,False
PEX32,0.1323231504740296,0.4035180580208836,False
SSE2,0.5183534559598088,0.0004373792349637,True
NPL4,0.0388137103962401,0.8071980577176165,False
SEC66,-0.3794668179239932,0.0131938938844191,False
SMY2,-0.2337736001944737,0.1362140616027181,False
UMP1,0.1478810469167814,0.349989997904499,False
YBR174C,-0.1669465777074294,0.2906373760761557,False
SWD3,0.0639332306944332,0.6875054860456745,False
ECM31,-0.0879183210436755,0.5798151316579228,False
EHT1,0.3520784377278989,0.0222173564701834,False
YBR178W,-0.1868515069176068,0.2360721010371897,False
FZO1,0.10558301596305,0.5057498274934629,False
DTR1,-0.0796531885584636,0.616067771779722,False
RPS6B,-0.0880803824649542,0.5791140194675621,False
SMP1,-0.1342678875293736,0.3965808291608345,False
YPC1,0.7596629122437404,5.436173505278135e-09,True
YBR184W,-0.0611781865326959,0.7003295726014573,False
MBA1,0.1639251276233692,0.2995804200634634,False
PCH2,-0.319266803245791,0.039310120380385,False
GDT1,-0.0809496799286929,0.6103180939070045,False
NTC20,-0.0396240175026335,0.803251635829621,False
RPS9B,-0.0627988007454825,0.6927757697427911,False
YBR190W,-0.0862977068308889,0.5868472159704352,False
RPL21A,-0.3193420306296086,0.0392612221658618,False
RIM2,-0.2295600032412284,0.143622663866974,False
MED8,0.047078842881452,0.7671825124932671,False
AIM4,-0.2159468438538206,0.1695877154900225,False
MSI1,-0.1517705210274694,0.3373191837239846,False
PGI1,-0.5669718823434081,9.046858598349506e-05,True
YBR197C,-0.0324933149663722,0.8381350528584994,False
TAF5,-0.342840936715015,0.0262390869329608,False
KTR4,-0.0511303784134186,0.747776132545068,False
BEM1,-0.2337736001944737,0.1362140616027181,False
DER1,0.0107770845150311,0.9459945102720811,False
MCM7,-0.2140021067984766,0.1735567660055585,False
COS111,-0.1313507819463577,0.4070127166945081,False
LDH1,-0.1953650433514302,0.2150160992656291,False
KTR3,-0.502309375253221,0.0006997253687799,True
YBR206W,-0.1328300517290153,0.4017031486435211,False
FTH1,-0.3272830402722632,0.0343719146101501,False
"DUR1,2",0.15290495097642,0.3336776562124992,False
YBR209W,-0.2585142798373606,0.0983231657725988,False
ERV15,0.0956972692650514,0.5466025212779169,False
AME1,-0.1138481484482619,0.4728231582650551,False
NGR1,-0.2282635118709991,0.145960950060377,False
MET8,0.051454501255976,0.7462300676311837,False
SDS24,0.7394052345839073,2.230684617975949e-08,True
HPC2,-0.1626286362531399,0.3034713916737627,False
YBP1,-0.077546390081841,0.6254593966991236,False
ATG12,-0.3199902763147233,0.0388419137397034,False
PYC2,-0.237987197147719,0.1290930549457983,False
YBR219C,0.0948869621586581,0.5500194328249164,False
YBR220C,-0.3953488372093023,0.009559853677514,False
PDB1,0.2313426788752937,0.1404527990426525,False
PCS60,0.5199740701725954,0.0004165631106527,True
TDP1,-0.239445749939227,0.1266940643930761,False
YBR224W,-0.0728293677132104,0.6466982606665239,False
YBR225W,-0.0691191961753504,0.6636015413275851,False
YBR226C,0.1842403920972335,0.2428018356570422,False
MCX1,-0.0694433190179077,0.6621181236577591,False
SLX1,-0.291143343327121,0.0613957949326072,False
ROT2,-0.2794749209950571,0.0730607198477551,False
OM14,0.7747346244226563,1.7336221643687955e-09,True
SWC5,0.2658617616076493,0.0887998991703988,False
YBR232C,-0.1680268044864196,0.2874824417916309,False
PBP2,-0.2305323717689004,0.1418871689154706,False
ARC40,-0.179969208329957,0.2540874827788524,False
VHC1,0.0615023093752532,0.6988165014479484,False
ABD1,0.0276314723280123,0.8621002181191699,False
PRP5,-0.290657159063285,0.0618502151347673,False
YBR238C,-0.5177052102746942,0.000445963736941,True
ERT1,0.0538854225751559,0.7346662703585907,False
THI2,0.0427031845069281,0.7882999761637113,False
YBR241C,0.2835264565270237,0.068827603808179,False
YBR242W,0.0192042784215217,0.9039183571349038,False
ALG7,-0.1699214002106798,0.2820029256487765,False
GPX2,-0.6799286929746373,7.330972724836513e-07,True
ISW1,-0.2323150474029657,0.1387457481542496,False
RRT2,-0.100234989060854,0.5276569222427081,False
ENP1,0.104610647435378,0.509698378107518,False
HIS7,-0.1240580179888177,0.4337706979965997,False
ARO4,-0.4118791021797262,0.0067244840317804,True
SPO23,0.1286165832601641,0.4169318998308305,False
MRPS5,0.0608540636901385,0.7018437885871385,False
DUT1,-0.1681387245766145,0.2871568412868175,False
SRB6,0.0414066931366988,0.7945866033455273,False
TRS20,0.0804634956648569,0.6124715387912046,False
MTC4,0.3342516813872457,0.0305043441549666,False
RIB5,0.2264808362369338,0.149221690961409,False
POP4,0.3640709829025201,0.0177770896941523,False
SHG1,-0.0739810388137104,0.641486298646622,False
YBR259W,-0.2328012316668017,0.1378980091855828,False
RGD1,-0.2501418037436189,0.1101102552058388,False
TAE1,-0.0472409043027307,0.7664034663227215,False
MIC12,0.2869297463738757,0.0654236796414778,False
SHM1,-0.102665910380034,0.517641776996753,False
YPT10,-0.3744429138643546,0.0145639639597722,False
TSC10,-0.2791507981524998,0.0734080264381841,False
SLM6,0.1909476416379728,0.225772736701929,False
REI1,0.1964994733003808,0.2123120210163184,False
MRPL37,0.4339194554736246,0.0040921609015767,True
SDH8,0.5065229722064662,0.0006198687334484,True
BIT2,-0.1177376225589498,0.4577308466084642,False
EFM2,-0.2895227291143343,0.0629209426311376,False
HSM3,-0.0563163438943359,0.723160056665483,False
UBX7,-0.1350781946357669,0.3937108817680314,False
CHK1,0.1151446398184912,0.467763326804859,False
RIF1,-0.0459444129325014,0.7726421347089487,False
PPS1,-0.2533830321691921,0.1054259647500077,False
YBR277C,-0.1817323418588169,0.2493869778440643,False
DPB3,0.1042865245928206,0.5110180018348918,False
PAF1,-0.0971558220565594,0.5404776879682232,False
SAF1,-0.0542095454177133,0.7331287307490967,False
DUG2,-0.1754314885341544,0.2664563378604463,False
MRPL27,-0.1648974961510412,0.2966832947404119,False
SSH1,-0.5138157361640061,0.0005007211680045,True
YBR284W,0.4434990482146033,0.0032637371824916,True
YBR285W,-0.2128763017832565,0.1758847279897688,False
APE3,0.7146098371282716,1.0636320018669085e-07,True
YBR287W,0.6962968965237826,3.0480966049674054e-07,True
APM3,-0.0235799367960457,0.8821658422640994,False
SNF5,0.025362612430111,0.8733272460105104,False
BSD2,-0.1081759987035086,0.495296597145449,False
CTP1,-0.2055749128919861,0.191527907973112,False
YBR292C,0.0569645895794506,0.7201017535285723,False
VBA2,-0.2895227291143343,0.0629209426311376,False
SUL1,0.0668265283750274,0.6741303887423052,False
PCA1,-0.2199983793857872,0.1615299372505386,False
PHO89,-0.2252745028387716,0.1514583624222995,False
MAL33,-0.1885584636577262,0.23174193903069,False
MAL31,0.3041082570294142,0.0502275542678838,False
MAL32,-0.05911448297443,0.7099899882782165,False
YBR300C,0.2346908655606305,0.1346395820741111,False
PAU24,0.1922936673512248,0.2224566855384196,False
COS2,0.2028198687302488,0.1976789036236161,False
RER1,-0.046592658617616,0.7695210065427618,False
YCL002C,0.0025119520298193,0.98740349726363,False
PGS1,-0.0119115144639818,0.9403194456706634,False
LDB16,-0.2148124139048699,0.1718949593255767,False
YCL007C,0.1905032007130702,0.2268750703118091,False
STP22,-0.1704075844745158,0.2806078538164309,False
ILV6,0.1010452961672473,0.5243080123644727,False
SGF29,-0.1073656915971153,0.4985512589574775,False
GBP2,-0.3084839154039381,0.046851272661754,False
BUD3,0.1256786322016044,0.4277414717423151,False
DCC1,0.1290819220484563,0.4152341206734583,False
NFS1,0.0674985819625638,0.6710375728298572,False
LEU2,0.0277935337492909,0.8612992852682801,False
YCL019W,-0.6912729924641441,4.014575487578092e-07,True
YCL020W,-0.0941615008268534,0.5530871271019109,False
YCL022C,-0.070865560753038,0.6556240594735194,False
YCL023C,0.1153843268724661,0.4668310692802492,False
KCC4,-0.4888582772870918,0.0010197434743985,True
AGP1,0.1640871890446479,0.2990963096651631,False
FUS1,-0.5943602625395025,3.3220307822454874e-05,True
RNQ1,-0.2671582529778786,0.0871963533845852,False
BIK1,0.1984442103557248,0.2077316112534044,False
HIS4,-0.0919698565756421,0.5624034297328243,False
RRP7,-0.076087837290333,0.6319958352722501,False
STE50,0.1736488129000891,0.2714227325006554,False
MXR2,0.5408799935175432,0.0002171398608671,True
LSB5,0.0007292763957539,0.9963428169906464,False
GRX1,0.8813710396240175,1.3286683091531007e-14,True
GFD2,0.4585527915079815,0.00225723640847,True
SRO9,-0.3948626529454663,0.0096567937049742,False
ATG22,0.0235799367960457,0.8821658422640994,False
GID7,-0.1921238149258569,0.2228732721703648,False
GLK1,0.9076249898711612,1.1456546565783415e-16,True
