name,name,spearman,pval
UGA2,UGA2,0.02055749128919861,0.8984855027734608
DSF2,DSF2,0.03135888501742161,0.8456803196898756
FLR1,FLR1,-0.013763066202090595,0.9319392332300964
HHF1,HHF1,0.2628919860627178,0.09678837963076138
HHT1,HHT1,-0.06585365853658538,0.6824857534526003
IPP1,IPP1,0.14947735191637634,0.3509347320617857
YBR012C,YBR012C,-0.28257839721254363,0.07343609403976589
YBR013C,YBR013C,-0.20383275261324046,0.2011530990207531
GRX7,GRX7,0.28275261324041817,0.07325128347081858
MNN2,MNN2,0.0456445993031359,0.7768876763839239
YBR016W,YBR016W,-0.476829268292683,0.0016219346429255795
KAP104,KAP104,0.1738675958188154,0.2769601921569785
GAL7,GAL7,0.7581881533101047,9.395274157346571e-09
GAL10,GAL10,0.7392811233063141,3.38053954985328e-08
GAL1,GAL1,0.544766743124553,0.00023092346515810194
FUR4,FUR4,0.5792682926829269,7.240235744296551e-05
POA1,POA1,0.09268292682926832,0.5643784942618568
CHS3,CHS3,-0.1820557491289199,0.25460846433189077
SCO2,SCO2,0.12543554006968644,0.43454695542136357
OLA1,OLA1,-0.03310104529616725,0.8372192632557991
ETR1,ETR1,0.19459930313588855,0.22276614466097178
YBR027C,YBR027C,,
YPK3,YPK3,-0.1245644599303136,0.4377696359833442
CDS1,CDS1,-0.4533101045296168,0.002916321127648882
RKM3,RKM3,-0.2614982578397213,0.09863606236804633
RPL4A,RPL4A,-0.5146341463414635,0.0005764413887587214
YBR032W,YBR032W,-0.25281309796949747,0.11076586031403543
EDS1,EDS1,-0.08270153290534381,0.6072143883916159
HMT1,HMT1,-0.01550522648083624,0.9233480299809393
PDX3,PDX3,0.41829268292682936,0.0064969684754057535
CSG2,CSG2,0.2320557491289199,0.14430540012914833
SCO1,SCO1,0.5358885017421604,0.00030508077667280604
CHS2,CHS2,-0.0017421602787456448,0.9913748092201911
ATP3,ATP3,0.7470383275261325,2.0263316907666777e-08
FIG1,FIG1,-0.3125788345801409,0.04661789545102511
FAT1,FAT1,-0.31219512195121957,0.046902149214821234
CST26,CST26,-0.18275261324041817,0.2527635664051516
QDR3,QDR3,-0.02439024390243903,0.8796866723115377
TCM62,TCM62,0.18275261324041817,0.2527635664051516
GIP1,GIP1,0.04598737070831566,0.7752553373297251
ZTA1,ZTA1,0.5807407958706123,6.870419690465557e-05
FMP23,FMP23,0.4721459998380755,0.0018289759077554754
RPS11B,RPS11B,-0.41167247386759587,0.007490773184305285
REB1,REB1,-0.07247386759581882,0.6524934449041754
REG2,REG2,-0.1411038085786055,0.37887101072640517
YBR051W,YBR051W,-0.22717205562556078,0.1531827092310408
RFS1,RFS1,0.20679442508710807,0.19454308917225088
YBR053C,YBR053C,0.2961672473867596,0.06008416739758636
YRO2,YRO2,0.3874564459930314,0.012320476626594856
PRP6,PRP6,-0.07177700348432058,0.655626237496992
YBR056W,YBR056W,0.16219512195121955,0.3109806554412506
MUM2,MUM2,0.013066202090592336,0.9353779036933312
UBP14,UBP14,-0.04372822299651569,0.7860310696866692
AKL1,AKL1,-0.09930313588850175,0.5367623829733685
ORC2,ORC2,0.11951219512195126,0.4567195297611142
TRM7,TRM7,-0.017944250871080144,0.9113349811075081
YBR062C,YBR062C,0.1609756097560976,0.31468157362229643
YBR063C,YBR063C,-0.002090592334494774,0.9896498562997393
YBR064W,YBR064W,-0.2949280902138902,0.06121516170220316
ECM2,ECM2,-0.22548445601236963,0.15634123298969474
NRG2,NRG2,-0.5773519163763068,7.74858610432175e-05
TIP1,TIP1,0.5416376306620211,0.00025496451825181217
BAP2,BAP2,-0.6047038327526134,2.8213434463884088e-05
TAT1,TAT1,-0.2346689895470384,0.1397137551450274
ALG14,ALG14,-0.007665505226480838,0.9620621978789157
YBR071W,YBR071W,-0.07944250871080141,0.6214963779435998
HSP26,HSP26,-0.23938324862638952,0.13170514311017004
RDH54,RDH54,0.03571428571428572,0.8245618140648084
PFF1,PFF1,-0.08658536585365856,0.5903809992429288
ECM8,ECM8,0.27715814340679146,0.0793712077368928
SLM4,SLM4,-0.06271777003484322,0.6968661647496374
ECM33,ECM33,-0.5367595818815332,0.00029695886615728896
RPG1,RPG1,-0.21376306620209062,0.17959782131000818
SEC18,SEC18,0.10087108013937285,0.5303187925936299
SPT7,SPT7,0.058885017421602806,0.7145849550965229
UBC4,UBC4,0.6385017421602789,7.062812766811981e-06
TEC1,TEC1,-0.4820557491289199,0.0014155829332222274
MIS1,MIS1,-0.394425087108014,0.010715562350958354
AAC3,AAC3,-0.1874564459930314,0.24054479036073054
IST2,IST2,-0.3770034843205576,0.015109084090603114
RFC5,RFC5,0.20801393728223,0.19186633896565217
POL30,POL30,-0.37003484320557495,0.017250741202818786
YBR089W,YBR089W,0.20164292439915651,0.20614062075623105
YBR090C,YBR090C,0.08658536585365856,0.5903809992429288
TIM12,TIM12,0.4419860627177701,0.0038133015406195446
PHO3,PHO3,-0.6365853658536587,7.673846784096988e-06
PHO5,PHO5,-0.7695121951219513,4.12251273218855e-09
PBY1,PBY1,0.08379790940766552,0.6024416116970904
RXT2,RXT2,-0.06933797909407667,0.6666366428152829
YBR096W,YBR096W,0.6844947735191639,8.011739572841714e-07
VPS15,VPS15,0.3306620209059234,0.03472122186452666
MMS4,MMS4,-0.015244566415436013,0.9246329133815108
YBR099C,YBR099C,0.18273764573580772,0.25280309749781044
FES1,FES1,0.25940766550522654,0.101458167430427
EXO84,EXO84,0.2064459930313589,0.19531268705210197
SIF2,SIF2,0.048606271777003496,0.7628156210359501
YMC2,YMC2,0.3515679442508711,0.024195530455991123
VID24,VID24,-0.06004357868470167,0.7092128219574791
SND3,SND3,0.35209059233449486,0.02397103515500975
IML3,IML3,0.13954703832752616,0.38420591013566163
AIM3,AIM3,0.15296167247386763,0.33969009045022425
CMD1,CMD1,0.4367595818815332,0.004302790518987498
ALG1,ALG1,0.0013937282229965161,0.9930998008834637
YSA1,YSA1,0.5674216027874567,0.0001094027758195553
CYC8,CYC8,-0.24425087108013943,0.12379998526377146
YBR113W,YBR113W,0.2905934873405061,0.06530525029442184
RAD16,RAD16,0.4038327526132405,0.008834559013037625
LYS2,LYS2,0.09895470383275264,0.5381994117585258
YBR116C,YBR116C,,
TKL2,TKL2,0.26545639223871736,0.09345834255099916
TEF2,TEF2,-0.38954703832752624,0.011818831425138596
MUD1,MUD1,0.14860627177700353,0.3537809079291777
CBP6,CBP6,0.33310104529616735,0.03332702968015236
GRS1,GRS1,0.4088850174216029,0.007946854299475056
MRPL36,MRPL36,0.5226480836236934,0.0004557073552489626
TFC1,TFC1,0.14895470383275264,0.35264075974787934
YBR124W,YBR124W,-0.15350838209746487,0.3379461223283632
PTC4,PTC4,-0.1937282229965157,0.22488447966190545
TPS1,TPS1,0.27003484320557497,0.08773336426413486
VMA2,VMA2,-0.10087108013937285,0.5303187925936299
ATG14,ATG14,-0.2639372822299652,0.09542016050950386
OPY1,OPY1,0.19703832752613243,0.21690795563315157
SHE3,SHE3,-0.03153310104529618,0.8448334277093938
CCZ1,CCZ1,0.04407665505226482,0.7843664844974358
AGP2,AGP2,-0.20592334494773523,0.19647110158279768
HSL7,HSL7,-0.0662020905923345,0.6808946348107532
YBR134W,YBR134W,-0.09676153754724626,0.5472869824476903
CKS1,CKS1,-0.16881533101045298,0.2913737000246168
MEC1,MEC1,-0.07613240418118468,0.6361438070323591
