name,Med15_mnase_native_1,Med15_mnase_native_2,Med15_mnase_native_3,Gal4DBDGal11_dGal4_gal11_1,Gal4DBDGal11_dGal4_gal11_2,Gcn4DBDGal11_dGcn4_gal11_1,Gcn4DBDGal11_dGcn4_gal11_2,Gcn4DBDGal11_dGcn4_gal11_3,Gcn4DBDGal11_dGcn4_gal11_4,Mig3DBDGal11_dMig3_gal11_1,Mig3DBDGal11_dMig3_gal11_2,Rpn4DBDGal11_dRpn4_gal11_1,Rpn4DBDGal11_dRpn4_gal11_2,Yap1DBDGal11_dYap1_gal11_1,Yap1DBDGal11_dYap1_gal11_2
ADE1,211.70836797285486,684.8807550855984,719.2894346268226,0.0,473.09572213331023,226.21572207024354,183.89320934441167,32.5247857452971,157.76440954435267,381.1295504787239,499.9940572134914,860.8417494115823,367.40389302004826,785.5118624417253,721.352336950739
KIN3,151.89838060832636,419.3231050568925,0.0,0.0,296.2393107202465,154.57832812828943,38.38292832626937,429.3855122607833,814.9982053591673,199.31917099275967,269.055098052103,376.46890941595575,506.12769477918755,80.75404730007965,82.8099543764077
CDC15,67.74667775131356,0.0,207.67454353135332,505.31337008645914,0.0,118.1861731632293,24.45540861930877,214.10601816332724,189.57486599941808,114.60505086141183,153.1410369522465,144.91812126148727,285.52531114700895,98.61607347669252,92.33309912969459
UIP3,764.5696489076817,592.7806002112302,1384.4969568756887,303.18802205187546,754.9870433213138,267.88865916998634,262.8956426575693,166.52690301592116,651.1484527806099,188.94346223097628,260.56833153068806,464.7374233558039,648.3104123690907,218.67042379614426,351.7451395416937
YAR028W,210.61143342377272,393.65857563469274,0.0,0.0,0.0,142.8848380211753,487.8410527685947,431.41684719150567,1315.3651436769715,78.63951116383112,116.06079670033375,453.1118674425633,377.6835874361533,15.55108164759738,255.15191469345655
PRM9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MST28,19.356193643232444,83.49022538186341,0.0,0.0,15.728896735860705,165.460642428521,110.04933878688944,333.0538060318423,379.14973199883616,37.16920568478222,134.85554000272452,779.5595488548971,927.117480900876,55.73951979117403,158.28531279376213
YAT1,512.9391315456598,718.0159382840254,941.4579306754682,1162.2207511988559,1289.7695323405778,7473.305683021532,8388.205156422908,6339.917093391856,11300.310490660966,449.12790202445177,692.5631969631446,26764.877844018127,22848.743134375934,1260.5706783542435,1151.9653319990468
SWH1,759.4919030416318,183.45385846239046,260.75727438914316,158.6185466639109,2518.0341411220948,840.9061050178946,652.5097815465792,1605.5284371490159,698.5698903078577,281.9637053068307,487.88657780114676,19309.717812126728,18811.07932262647,2422.62141900239,2622.315221919577
PHO11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAR075W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECM15,193.56193643232444,425.8001494475033,276.8993913751377,101.0626740172918,157.28896735860704,267.8886591699864,152.84630387067978,214.1060181633272,502.78551417236974,328.32798354890963,233.1400861064051,254.85600635640859,218.34288499477154,240.10870063890354,228.6343407021009
HTB2,10339.185281431239,8334.893423121719,9020.53017287468,2612.0814207546186,2405.31128545316,2049.166417768606,1165.3942799739832,1255.3566535046366,1260.4509485178698,1984.740277911768,2318.7416708682285,2098.814169993954,2311.592247530445,2133.273455676412,2883.633711281231
HTA2,10339.185281431239,8334.893423121719,9020.53017287468,2612.0814207546186,2405.31128545316,2049.166417768606,1165.3942799739832,1255.3566535046366,1260.4509485178698,1984.740277911768,2318.7416708682285,2098.814169993954,2311.592247530445,2133.273455676412,2883.633711281231
UTP20,1171.049715415563,1369.23969626256,1232.202291619363,707.4387181210427,629.1558694344282,480.62377086379917,342.3757206703227,190.31646058962417,420.361659390014,864.1840321711865,969.1313383246645,749.5764892835548,920.3992382856524,926.1335596071996,1059.632232869352
LDB7,1129.111295855226,1350.3911453808971,220.2608795029505,3885.553565437546,208.52704005875933,177.57770967707432,713.2827513965057,1135.4107023812808,1049.0308790481633,402.4317408421812,539.3875283878876,636.0042939375617,792.7017328190132,943.6090034578123,1119.1890803599345
SLA1,512.9391315456598,1043.6278172732927,1107.5975655005511,50.5313370086459,220.20455430204987,240.31188543189958,177.30171248998857,547.1598241951694,65.93908382588455,346.9125863913007,397.70955865210277,439.7515403796855,480.35434698849735,574.5458193859477,549.6017805338963
HIR1,27.31720877069095,47.13157884460032,0.0,0.0,0.0,55.59833414936862,0.0,167.86986191121088,0.0,52.45654028094264,212.9006953296157,70.52466969065705,47.40695393807074,145.22703667675617,99.28290228999418
ALK2,0.0,321.43736772017417,0.0,0.0,0.0,96.51870808330392,0.0,41.63172575398029,0.0,271.02545811820363,567.9932489945262,192.3912989161124,270.4092652627555,30.013587579862943,92.33309912969459
LAA2,0.0,321.43736772017417,0.0,0.0,0.0,96.51870808330392,0.0,41.63172575398029,0.0,271.02545811820363,567.9932489945262,192.3912989161124,270.4092652627555,30.013587579862943,92.33309912969459
SCT1,1819.48220246385,1644.7574400227095,1965.9856787634783,454.7820330778131,534.782489019264,358.4980585951289,599.1575111730648,1260.8465514062605,197.81725147765366,904.450671663034,982.8454610368059,1219.3110892345826,846.4985695181911,514.5186442262218,624.3476226865063
RRN6,3257.6062067652906,3431.981179526811,3876.591479251928,0.0,702.7804924533506,481.1266907496,546.3442351122171,248.01879172584006,0.0,1254.7902060961937,1341.2606539037658,833.5715852458255,1030.6070054417694,383.1521818705907,458.3912722750795
