name,Gcn4_PIP2_12,Msn2_HCM1_DPN_6,Msn2_PIP2_12,Msn2_RDS1_12,Msn2_RPN4_DPN_8,Msn2_RPN4_DPN_9,Msn2_SEF1_12,Msn2_SUM1_DPN_9,Msn2_YKL222C_12,Msn2_noAD,Msn2_Gal4AD,Msn2_Gcn4AD,Gcn4_Gal4AD,Gcn4_Gcn4AD
RPS17B,342.1591909483534,3151.4840958405803,3410.6501201164297,3276.4819942520317,3394.687912908739,3652.97449702442,3489.8058789342294,2851.3267460723323,4009.0705988693776,719.5491064810417,1997.6903226504521,3065.498804407593,343.4575824801512,547.1615192098784
ADA2,342.1591909483534,3151.4840958405803,3410.6501201164297,3276.4819942520317,3394.687912908739,3652.97449702442,3489.8058789342294,2851.3267460723323,4009.0705988693776,719.5491064810417,1997.6903226504521,3065.498804407593,343.4575824801512,547.1615192098784
UTP6,237.75154654219233,330.72337340180536,405.9550076493066,344.9701609644368,381.43286324689063,384.28520290743063,463.22723967886384,405.0904092884758,495.2449136337891,85.02645396898602,210.30310160364112,340.9642553923691,318.8039979444606,515.4012371740401
RPS18A,675.6549536762,1438.5106461762932,1578.1759652201429,1469.124941338855,1348.6842314434766,1595.6617570657434,1711.7672468730905,1623.5568594553383,1730.7418204059072,484.68570689808325,1097.441585878715,1661.7577571456604,715.556077943359,909.0003853899385
YHP1,672.0596446676118,1328.6534936191315,1413.5449592255322,1304.702890506177,1560.173663880977,1371.915467990777,1644.8602553367014,1509.243055497434,1781.4359988518104,992.2876852864326,1066.848096589805,1139.9738405310381,473.6437627058164,636.3896642295067
PPN1,672.0596446676118,1328.6534936191315,1413.5449592255322,1304.702890506177,1560.173663880977,1371.915467990777,1644.8602553367014,1509.243055497434,1781.4359988518104,992.2876852864326,1066.848096589805,1139.9738405310381,473.6437627058164,636.3896642295067
TSA2,570.9425819013439,5607.123656500275,10263.188539158558,5253.962817285651,5828.724051072059,8160.659749722566,8115.268619772976,3635.804611644765,3827.7010194723034,4730.683496588948,7485.753335539855,6508.976921154089,841.9651193509291,1096.4843341728429
GUK1,1323.343274221146,661.9124977569734,539.5845348093131,471.9453743415671,757.0444458001391,772.687430805177,791.0468948372304,802.4174556859729,736.329621930061,544.82252596072,519.6594162942935,805.3733516328585,1174.8689002899691,1545.0021500607866
NHX1,1323.343274221146,661.9124977569734,539.5845348093131,471.9453743415671,757.0444458001391,772.687430805177,791.0468948372304,802.4174556859729,736.329621930061,544.82252596072,519.6594162942935,805.3733516328585,1174.8689002899691,1545.0021500607866
TOM1,1976.4972323007396,1807.588219192892,1438.5542116752492,1834.937477346646,1310.0619083836973,2471.013690687962,1785.4983866398582,1267.9779996815842,1441.171325792926,1380.7383435360794,1719.9611273346993,2858.978133971173,1768.456921570385,2826.19955462156
HEH2,464.1945711741517,644.0700021945871,787.4489083380702,1471.1052637287135,975.2855960965712,1049.7771391511073,925.8106950174158,320.7176136840063,649.9328882543875,1392.3191507713796,946.412278006194,1043.802115221645,564.1590890826918,649.6758329120606
