,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NEW1,4302.09616,0.061008206,0.137238634,0.444541052,0.656651456,0.718728546
YPL225W,715.7183458,0.157760658,0.157859476,0.999374012,0.317613544,0.422989635
MMT2,682.0232281,0.495599415,0.13305657,3.724727116,0.000195527,0.005603483
GRE1,13.91307048,0.160464436,0.422416704,0.379872373,0.704040156,0.760389639
YPL222C-A,16.79245399,-0.71089028,0.464936828,-1.529004021,0.126263447,0.256596308
FLC1,1963.995385,-0.018581401,0.13165827,-0.141133562,0.887764431,0.911217782
RPL1A,1117.989779,0.108944901,0.198939237,0.547629025,0.583946655,0.657294806
PCL8,349.5757448,0.185948847,0.138149507,1.345997182,0.178303425,0.302720745
SAR1,1227.035565,0.10811416,0.150838502,0.716754399,0.473525654,0.559893793
BMS1,1804.601512,0.18691675,0.159376298,1.172801429,0.240875445,0.356996403
YPL216W,294.324424,0.312174061,0.172364166,1.811130858,0.070120598,0.198968666
CBP3,1002.102688,0.181580605,0.142240615,1.276573539,0.201752849,0.32253564
THI6,468.6386206,0.166516874,0.152441589,1.092332311,0.274687063,0.386962613
LEA1,370.9538225,0.201714368,0.173977498,1.159427921,0.246281801,0.361675634
PUS1,1623.983295,0.25564122,0.145014234,1.762869848,0.077922444,0.209062597
NIP7,563.6988243,0.05288126,0.153792228,0.343848714,0.730960063,0.782891361
SRP72,1778.59052,0.198127474,0.126741808,1.563236918,0.11799688,0.249847819
IPL1,165.1128279,0.317873245,0.171910491,1.84906251,0.064448787,0.191801972
RKM1,389.2441873,0.128382357,0.147432041,0.870790065,0.383868791,0.482461231
TYW1,1515.568934,0.251454487,0.149039938,1.687161777,0.091572249,0.223286698
PGC1,551.154611,0.117904763,0.160693907,0.733722674,0.463117776,0.550398031
YPL205C,4.801425332,-0.299186584,0.747910144,-0.400030119,0.689134333,
HRR25,2345.217435,0.207991793,0.124731158,1.667520735,0.095410905,0.227391407
TPK2,628.3216037,0.254493267,0.125569506,2.02671233,0.042691841,0.164421687
AFT2,718.2570638,-0.056730502,0.130427027,-0.434959707,0.663591675,0.724543985
YIG1,15.87320225,0.49833363,0.472841222,1.053913253,0.291922635,0.402358132
CSM4,0.602092356,0.269252015,2.07715636,0.1296253,0.896862886,
YPL199C,449.9886292,0.110890963,0.148781563,0.745327318,0.45607387,0.544710467
RPL7B,1270.241602,-0.073916401,0.15261312,-0.484338442,0.628145698,0.693957146
YPL197C,2.552938793,1.942481179,1.149940815,1.689201005,0.091180917,
OXR1,555.3453281,0.284371575,0.150252453,1.892625169,0.058407734,0.18493594
APL5,1250.850764,0.257613139,0.146959088,1.752958204,0.079609182,0.210810377
DDC1,272.9107313,0.474739602,0.16756766,2.83312187,0.004609581,0.054017942
RSA1,416.0668583,0.214510348,0.171171684,1.253188279,0.210137195,0.330138139
PRM3,8.249361539,-0.318880929,0.604736904,-0.527305224,0.597981647,0.668543019
YPL191C,246.7311757,0.232676036,0.145588973,1.598170736,0.110004985,0.243087287
NAB3,1854.056348,0.233846045,0.139638439,1.674653816,0.094002174,0.225893974
COA2,267.4981443,-0.045012231,0.149716962,-0.30064884,0.763682285,0.807480684
GUP2,40.95596941,0.366822815,0.268613189,1.365617288,0.172059118,0.298040165
POS5,567.2690609,0.386961406,0.143985249,2.68750729,0.007198753,0.06846325
MF(ALPHA)1,2.324733878,-1.052121306,1.420619645,-0.740607319,0.458931569,
UIP4,45.40336286,0.4915672,0.290134842,1.694271523,0.090213699,0.222285758
YPL185W,8.186091382,0.714712429,0.600525455,1.190145101,0.233989366,0.350712897
MRN1,612.5305593,0.134337148,0.169459352,0.792739656,0.427929521,0.519980862
RTC6,260.744664,0.31746992,0.159101038,1.995398174,0.04599947,0.16972016
RTT10,1394.864277,0.200621104,0.142534957,1.407522113,0.159272625,0.288982447
YPL182C,0.650120143,-2.031911153,1.912071736,-1.062675168,0.287929286,
CTI6,1145.717902,0.291904454,0.140366918,2.079581551,0.037563931,0.156444312
TCO89,618.0381443,0.189802625,0.143832193,1.319611563,0.18696474,0.309977762
PPQ1,1689.787615,0.181037706,0.139900384,1.29404724,0.195649104,0.317614319
CBC2,818.2871522,0.133251947,0.151183001,0.881395034,0.378104045,0.477809281
CUP9,377.9573491,0.296455357,0.128750703,2.302553301,0.021303989,0.118928441
TRE1,872.5066749,0.251472869,0.137433679,1.829776162,0.067283417,0.195725071
SPT14,417.8868106,0.061095275,0.14797018,0.412889103,0.679687865,0.738012794
NIP100,466.6151621,0.236705558,0.143796152,1.646118864,0.099739289,0.231873008
MRPL40,720.8841018,0.181394845,0.14264053,1.271692172,0.203482513,0.323615458
COX10,552.441729,0.307661082,0.134741743,2.283339043,0.022410405,0.121359994
OYE3,4560.048013,-0.867798453,0.171996201,-5.045451295,4.52e-07,2.62e-05
DAP1,764.8060501,-0.077922749,0.151997419,-0.51265837,0.608190315,0.677608267
MEX67,1408.520484,0.237312195,0.131546246,1.804021029,0.07122801,0.200749246
MRX4,401.372802,0.263891335,0.134318543,1.964667933,0.049452684,0.174775083
REV3,385.6467987,0.409629087,0.153991729,2.660072,0.007812395,0.071560054
ATG29,127.4684237,0.438161387,0.18924555,2.315306164,0.020596183,0.117643513
SET6,19.39204828,-0.214186777,0.424579456,-0.504468065,0.613932498,0.682291271
MLH3,238.9595074,0.206648658,0.147872795,1.397475838,0.162270528,0.289809303
SVS1,687.612633,-0.453320991,0.136469735,-3.321769401,0.000894486,0.017979787
YPL162C,262.809767,0.159891169,0.161789301,0.988267881,0.323021471,0.427617493
BEM4,521.8248986,0.237129512,0.152148347,1.558541492,0.11910494,0.250544513
CDC60,3277.603957,0.16734187,0.151414696,1.105189088,0.269077664,0.382067843
PET20,693.1245287,0.085511818,0.123955286,0.689860199,0.490282107,0.573035154
AIM44,932.2129008,-0.361320778,0.13110139,-2.756040788,0.00585057,0.062720278
TGS1,444.7189035,0.214764332,0.158277872,1.356881604,0.174818833,0.300840138
PRM4,207.6404431,0.100691658,0.18256459,0.55153991,0.581263616,0.654911458
KIP2,550.7871537,0.296528915,0.141707688,2.092539364,0.036390294,0.154695091
PEP4,1993.706988,0.244896345,0.135068421,1.813128071,0.069812071,0.198624946
YPL152W-A,3.809167099,-0.062895001,0.826576994,-0.076090916,0.939346767,
RRD2,341.8552768,0.281105641,0.140259549,2.004181839,0.045050585,0.167925421
PRP46,471.6072991,0.190819427,0.146303937,1.304267206,0.192142493,0.314657112
YPL150W,601.3284108,0.317531332,0.135098191,2.350374419,0.018754535,0.112391308
ATG5,298.7568564,0.087055725,0.174887379,0.497781634,0.618637962,0.686334834
PPT2,146.0508763,0.384795949,0.182186833,2.112095275,0.034678278,0.151740402
PXA1,176.1842746,0.297393458,0.182520959,1.629366075,0.103235546,0.235791152
NOP53,1031.99245,0.206477681,0.152076761,1.357720136,0.174552505,0.300599486
KES1,2064.49572,0.155131758,0.145564337,1.065726405,0.286547338,0.397227619
POC4,186.5451119,0.250988893,0.164496173,1.525803848,0.127058722,0.256653745
RPL33A,1561.096159,0.002908922,0.160273961,0.018149688,0.98551944,0.991341796
YPL142C,1.902788577,0.813508008,1.501205295,0.541903236,0.587885167,
FRK1,765.1444418,0.221151644,0.151136608,1.463256638,0.143397168,0.273157685
MKK2,377.4829192,0.305078113,0.146368716,2.084312289,0.03713177,0.155878041
UME1,692.7372679,0.169281529,0.141586634,1.19560388,0.231851177,0.349164012
SPP1,374.5761378,0.135057881,0.151960978,0.888766853,0.374128393,0.474754333
GIP3,1488.533577,-0.028616896,0.138845009,-0.20610677,0.836707511,0.868046556
YPL136W,2.332092259,0.529583518,1.261631431,0.419760879,0.674660147,
ISU1,1963.438738,-0.98442025,0.137941811,-7.136489249,9.57e-13,1.46e-10
YPL135C-A,0.68834337,1.177593994,2.16249577,0.544553201,0.586060849,
ODC1,151.867817,0.602282061,0.19812218,3.039952724,0.002366153,0.034502919
RDS2,309.9772677,0.299634901,0.144916662,2.067635966,0.038674267,0.158423078
COX11,360.742039,0.173219584,0.15228546,1.137466336,0.25534339,0.369730586
RPL5,8056.136719,-0.050583101,0.149193571,-0.339043435,0.734577009,0.785818243
SPO19,24.01895643,0.55367073,0.377386528,1.46711843,0.142343841,0.272136228
TAF14,876.2319473,0.120750056,0.138126866,0.87419674,0.382011121,0.480961805
TBF1,750.0477264,0.171548998,0.141327353,1.213841442,0.224808278,0.34265801
HHO1,425.0251023,-0.002557272,0.165299603,-0.015470526,0.987656799,0.992631184
NAN1,1750.601953,0.222069241,0.152764643,1.453669101,0.146038069,0.275469006
KAP120,1068.788746,0.273353462,0.145058493,1.884436106,0.05950601,0.186255958
SPC29,209.7692605,0.093662969,0.168442565,0.556052851,0.578174725,0.652192807
RNY1,270.9964952,0.264238416,0.148811051,1.775663927,0.075788327,0.206249612
TFB2,430.1459207,0.233314903,0.14176988,1.645729708,0.09981942,0.231873008
MEI5,0.738806,0.269152094,2.075079654,0.129706873,0.896798344,
VPS30,299.8847108,0.214233113,0.130437347,1.642421571,0.100502668,0.232557408
YPL119C-A,19.04667582,0.367825525,0.402686954,0.913427966,0.361017503,0.461455139
DBP1,139.1836025,0.52340357,0.172647994,3.031622651,0.002432431,0.035024023
MRP51,1275.825194,0.161647874,0.133437879,1.211409198,0.225738616,0.343623678
IDI1,2514.931705,-0.068566657,0.139512757,-0.491472314,0.623092429,0.689558798
HOS3,707.8544519,0.07729879,0.126145045,0.612777065,0.540023758,0.617598228
BEM3,812.1784738,0.273941833,0.148537978,1.844254485,0.065146061,0.192708507
YPL114W,47.56338987,0.384657838,0.276977458,1.388769472,0.164902861,0.291277554
YPL113C,193.9400661,0.596497843,0.165686151,3.600167173,0.000318013,0.008277404
PEX25,829.3615671,0.259907815,0.147865128,1.757735711,0.078792489,0.210391936
CAR1,929.1655728,-0.7572429,0.157156473,-4.818400942,1.45e-06,7.69e-05
GDE1,724.932924,0.153144989,0.141229321,1.084371062,0.278200309,0.390046401
MCO76,364.01607,0.341997317,0.15295725,2.23590132,0.025358236,0.128883957
YPL108W,173.9058151,0.1247937,0.194966658,0.640077136,0.522122453,0.602344934
DPC25,354.4411772,0.228407087,0.143671552,1.589786452,0.111882949,0.244655552
SSE1,8438.557674,0.198705344,0.145692076,1.363872009,0.172607852,0.298468248
SYH1,2062.309935,0.168287811,0.126305636,1.3323856,0.182733512,0.30635514
MSD1,529.0258851,0.187934949,0.139051398,1.351550235,0.176519239,0.301945989
FMP30,505.1655664,0.136908142,0.138895582,0.985691118,0.324284709,0.428408074
YPL102C,0.949477113,1.177594259,2.055472635,0.572906805,0.566707797,
ELP4,599.6396439,0.122476173,0.142494886,0.859512761,0.390057683,0.488648329
ATG21,583.6248402,0.232195915,0.136241006,1.7043027,0.088324551,0.220162997
INA17,229.7577328,0.171606537,0.187103157,0.91717606,0.359050389,0.459447989
MGR2,296.7767998,0.254092273,0.15683959,1.620077386,0.105215655,0.236817039
MSY1,713.1931439,0.306683212,0.152309483,2.013552976,0.044056488,0.166275346
ERI1,98.03122757,0.301137991,0.224218164,1.343057967,0.179253205,0.303420118
PNG1,477.9484468,0.189027468,0.152151997,1.242359432,0.214103977,0.333633357
EEB1,250.3371703,0.13969538,0.166233655,0.840355581,0.400709047,0.497713868
SEC62,975.5822739,0.198579945,0.149509298,1.328211339,0.184108299,0.30741145
NOG1,3408.896895,0.103732177,0.134832513,0.769340973,0.44169092,0.532143337
SSU1,332.6522403,0.605697635,0.168907795,3.585966159,0.000335833,0.008584845
GLR1,3506.510487,-0.129458267,0.151408751,-0.855024997,0.392537309,0.490588686
RPS6A,1595.689054,-0.114256273,0.161370328,-0.708037682,0.478921857,0.563855731
RLM1,811.7387048,-0.080933062,0.127321952,-0.635656775,0.525000156,0.604580446
YPL088W,645.7946539,-0.646331922,0.161083613,-4.012400212,6.01e-05,0.002134631
YDC1,537.1591165,0.236645046,0.139909771,1.691411859,0.090758169,0.222461394
ELP3,827.5804386,0.091347838,0.135729688,0.67301295,0.500939052,0.583018933
BRO1,953.5835768,0.345720257,0.133763885,2.584556038,0.009750446,0.080872829
SEN54,469.5369412,0.382236843,0.154636657,2.471838509,0.013442022,0.093192655
MOT1,2605.557497,-0.17011458,0.141000984,-1.206477964,0.227633251,0.345124227
RPS9A,3465.844005,0.031026042,0.140397208,0.220987602,0.825102086,0.859277216
YPL080C,0.455343615,2.589225299,2.368108212,1.093372881,0.274230115,
RPL21B,1917.672819,-0.062109896,0.152366616,-0.407634541,0.683542002,0.741154645
ATP4,1010.059191,0.166288063,0.144264393,1.152661852,0.249049205,0.364169196
YPL077C,118.9025625,0.395580177,0.185594103,2.131426437,0.033054027,0.147646421
GPI2,191.5691643,0.130630232,0.153401855,0.851555749,0.394460709,0.4920347
GCR1,927.3178519,-0.580066773,0.157985874,-3.671636946,0.000241002,0.006739903
YTA6,625.9098634,0.318983524,0.134919884,2.364243977,0.01806691,0.110566409
YPL073C,0.943209083,2.10961797,1.78181818,1.18396927,0.236425227,
UBP16,334.8867304,0.200862206,0.155641062,1.29054764,0.196860582,0.31815352
YPL071C,187.6520591,0.209627753,0.186230136,1.12563819,0.260318696,0.374034483
MUK1,720.8331841,0.343811502,0.126128681,2.725878839,0.006413053,0.065131871
BTS1,360.6664395,0.296037921,0.161491227,1.833151725,0.066780011,0.195692757
YPL068C,130.14784,0.373157726,0.169053578,2.20733409,0.027290727,0.133321536
HTC1,267.6704102,-0.254610578,0.182339284,-1.396356133,0.162607278,0.289908695
RGL1,615.0010143,0.209699324,0.144634019,1.449861692,0.147097092,0.27647567
VPS28,176.8916803,0.329917859,0.203019729,1.625053195,0.104151225,0.235806156
CWC27,374.8431819,0.150919117,0.159199494,0.947987415,0.343135861,0.444387807
TIM50,1106.779816,0.15523989,0.128398123,1.209051088,0.226643219,0.344295585
YPL062W,3.507979085,-2.475265635,1.396672276,-1.772259446,0.0763515,
ALD6,8119.291211,-1.624546765,0.13996606,-11.60671922,3.8100000000000002e-31,3.68e-28
MFM1,337.5749489,0.631845033,0.160373634,3.939831103,8.15e-05,0.002744356
GRX5,763.8287013,0.146524343,0.157972062,0.927533266,0.353649728,0.453782456
PDR12,1703.896261,0.166923475,0.156102182,1.069321857,0.284924665,0.396211599
SUR1,845.4250962,-0.14876343,0.131426549,-1.131913083,0.257670978,0.372014089
LCL1,19.92146345,0.186331399,0.36524345,0.510156718,0.609941672,0.679029296
LGE1,316.6579637,0.325965128,0.174289854,1.870247292,0.061449485,0.188606181
LEE1,28.39649458,0.680734064,0.315050311,2.160715415,0.030717329,0.142030846
KTR6,1164.421297,0.031404394,0.141643718,0.221713992,0.824536537,0.858960233
OAZ1,362.3344294,0.072792458,0.16557227,0.439641603,0.660196704,0.721245276
ARL3,293.7109108,0.206897824,0.153895447,1.344405099,0.178817426,0.303036908
MNN9,1686.404445,0.175173199,0.138174034,1.267772206,0.20487931,0.325300693
DIG1,876.7449015,0.018904197,0.146990798,0.128608032,0.897667811,0.918613922
CAM1,581.6348921,0.122451103,0.156663811,0.781617028,0.434439677,0.525155834
SGF11,264.564974,0.196102426,0.163987805,1.195835416,0.231760792,0.349164012
ELC1,166.5041586,0.139909309,0.210431077,0.664869992,0.506133651,0.587009219
VPS16,664.9742051,0.324059779,0.148090034,2.188261899,0.028650531,0.136621022
YPL044C,1.213215433,-1.638852762,1.668808508,-0.98204962,0.326075403,
NOP4,1609.608739,0.190473335,0.153250962,1.242885087,0.213910182,0.333463681
SSN3,470.0859891,0.235422823,0.154050664,1.528216864,0.126458703,0.256596308
MRX11,110.2643021,0.526159947,0.169624561,3.101908968,0.001922771,0.030165095
ISM1,489.2457053,0.29251817,0.144405013,2.025678779,0.042797713,0.164421687
YPL039W,214.0197972,0.437826545,0.158561047,2.761249081,0.005758074,0.06242227
YPL038W-A,4.779260322,0.543060769,0.79611242,0.682140807,0.495149919,
MET31,231.8331183,0.202242554,0.149096509,1.356453989,0.174954765,0.300895168
EGD1,1468.924742,0.076734699,0.149492943,0.513299812,0.607741615,0.677492049
PMA2,115.8616037,0.21019663,0.176344739,1.191964281,0.233275251,0.350278744
YPL035C,1.00701235,0.136903499,1.567406764,0.087343951,0.93039812,
YPL034W,198.1383255,0.252847328,0.172105236,1.469143727,0.14179381,0.271957642
SRL4,13.36799515,1.235747318,0.758549755,1.629091973,0.10329355,0.235791152
SVL3,1439.082824,0.038512508,0.146758109,0.262421673,0.792996365,0.831640572
PHO85,666.2776647,0.108521578,0.143152187,0.758085362,0.448399882,0.538992301
TRM44,589.6472913,0.258035402,0.1412764,1.826457943,0.067781311,0.196206767
SUV3,532.6752202,0.327714415,0.135602632,2.416726069,0.015660798,0.102425769
ERG10,3310.834921,-0.188442055,0.151445431,-1.244290132,0.213392802,0.33316382
SMA1,5.10354336,-0.010985829,0.781828416,-0.014051458,0.988788928,
SKS1,530.4083066,0.20607892,0.134287784,1.534606605,0.124880489,0.255586289
YPL025C,7.618263713,-0.174918233,0.560182127,-0.312252434,0.754848686,0.801066736
RMI1,166.1465236,0.093862419,0.173142146,0.542111907,0.587741417,0.6600262
MET12,994.9897224,0.200626319,0.136614176,1.468561499,0.141951764,0.271957642
RAD1,902.8666529,0.192461326,0.133289192,1.443937971,0.148756425,0.278059716
ECM23,0.106501337,0.0,6.006310083,0.0,1.0,
ULP1,753.4774361,0.336473407,0.130187354,2.584532188,0.00975112,0.080872829
VTC3,629.2937986,0.100448416,0.152921291,0.65686351,0.511268683,0.591710197
CTF19,178.3219161,0.531694446,0.176287027,3.016072456,0.002560721,0.036304978
IRC15,48.90520931,-0.042264404,0.256617795,-0.164697869,0.869181795,0.895797296
HST2,551.2565024,0.269341941,0.14936439,1.80325405,0.071348325,0.20099049
CIP1,249.4053261,0.059879883,0.157901733,0.379222455,0.704522678,0.760485136
MRPS16,538.5998883,0.171525821,0.171053156,1.002763265,0.315975097,0.422150897
RRP12,2358.09785,0.166018383,0.153601887,1.080835566,0.279770265,0.39087341
TAF3,645.3568906,0.102019944,0.132828631,0.768056876,0.442453395,0.532840172
RET3,662.4913479,0.114749944,0.152764962,0.751153553,0.45256025,0.54207972
RQC2,1258.105618,0.277537559,0.145181815,1.911655108,0.055920446,0.182298445
CHL1,444.581134,0.37596757,0.143090957,2.627472613,0.008602177,0.075325047
TFC8,351.219015,0.252466624,0.14795061,1.706425033,0.087928973,0.219594834
NCR1,755.650795,0.218754896,0.137913564,1.586173898,0.112699867,0.245380209
AEP3,284.8582781,0.321605331,0.160092991,2.008865783,0.04455137,0.167147037
LSP1,2357.765203,-0.065548175,0.126309141,-0.518950366,0.603795354,0.674131399
ULA1,262.9353447,0.473852344,0.151706218,3.123486632,0.00178722,0.028739488
SNF8,377.7864003,0.174082155,0.166727149,1.044114023,0.296432639,0.405977691
HAT1,609.7762018,0.158349599,0.143679719,1.102101252,0.270417655,0.383312391
CIT3,139.8228297,0.963437502,0.186880207,5.15537477,2.53e-07,1.57e-05
PDH1,494.1917408,0.135215381,0.171155282,0.790015826,0.429518526,0.520947569
YPR002C-A,5.358528893,1.350070442,0.683555096,1.975071869,0.048259993,
YPR003C,454.1690033,0.490096978,0.148054734,3.310241863,0.000932154,0.018543776
AIM45,800.311739,0.016169978,0.136979555,0.118046654,0.906030692,0.925862608
HAL1,328.3891943,-0.154706022,0.152880659,-1.01193979,0.311566843,0.418774194
ICL2,196.7011047,0.360993082,0.164785912,2.190679278,0.02847501,0.136077968
REC8,36.30621821,0.733835871,0.262412685,2.796495416,0.005166014,0.058070014
HAA1,1214.412224,0.310331954,0.135134481,2.296467577,0.021649161,0.119857319
SUT2,247.6979873,0.30782284,0.186130301,1.653802941,0.098167558,0.231070918
RPA135,3382.884482,0.130025134,0.148918813,0.873127653,0.382593503,0.4815903
MIN8,283.7327438,0.141252858,0.166975553,0.845949334,0.397581009,0.495286521
YPR011C,426.9133926,0.104378494,0.145747111,0.716161666,0.47389153,0.560211981
YPR012W,5.37067303,1.002644608,0.712038463,1.408132651,0.159091794,
CMR3,134.1690445,0.291956066,0.218593166,1.335613873,0.181675513,0.305796896
YPR014C,0.483481613,2.612656972,5.618082356,0.465044264,0.641899759,
YPR015C,30.00201818,0.497998851,0.301005423,1.654451426,0.098035825,0.231070918
TIF6,2118.891756,0.179969405,0.138589856,1.298575597,0.194089617,0.316438009
YPR016W-A,0.354932306,-1.715572551,2.865503107,-0.598698548,0.549373925,
DSS4,167.3781588,0.263751033,0.174078682,1.5151254,0.129740651,0.259705611
RLF2,545.2143984,0.35601755,0.143753309,2.476586817,0.013264536,0.092921792
MCM4,1148.841706,0.372868077,0.129934357,2.869665006,0.004109069,0.049660541
