name,dependence
KEI1,tail_independent
YPR1,tail_independent
XRS2,tail_independent
DXO1,tail_independent
CTS2,tail_independent
VPS74,tail_independent
FRQ1,tail_independent
PHO92,no_call
BCS1,tail_independent
ARH1,tail_independent
ATP17,tail_independent
LSM6,tail_independent
RGA2,tail_independent
ARO10,tail_dependent
YRA1,tail_independent
RPP2B,tail_independent
NKP1,tail_independent
ATO3,tail_independent
EFT2,tail_independent
MUS81,tail_independent
CIN10,tail_independent
RVS167,tail_independent
SAC7,tail_independent
UBA2,tail_independent
YDR391C,tail_independent
SPT3,no_call
SHE9,tail_independent
RPT3,tail_independent
SXM1,tail_independent
YDR396W,not_checked
NCB2,tail_independent
UTP5,tail_independent
HPT1,tail_independent
URH1,tail_independent
YDR401W,not_checked
DIT2,no_call
DIT1,no_call
RPB7,tail_independent
MRP20,tail_independent
PDR15,tail_dependent
TRS120,tail_independent
ADE8,tail_independent
SIZ1,tail_independent
STE14,tail_independent
DFM1,tail_independent
RRP17,tail_independent
YDR413C,not_checked
ERD1,tail_independent
YDR415C,tail_independent
SYF1,tail_independent
YDR417C,not_checked
RPL12B,tail_independent
RAD30,tail_independent
HKR1,tail_independent
ARO80,tail_independent
SIP1,tail_independent
CAD1,tail_independent
DYN2,tail_independent
SNX41,tail_independent
YDR426C,not_checked
RPN9,tail_independent
BNA7,tail_independent
TIF35,tail_independent
CYM1,tail_independent
YDR431W,not_checked
NPL3,tail_independent
YDR433W,not_checked
GPI17,tail_independent
PPM1,tail_independent
PPZ2,tail_independent
GPI19,tail_independent
THI74,tail_independent
LRS4,tail_independent
DOT1,tail_independent
APT2,tail_independent
YDR442W,not_checked
SSN2,tail_independent
YDR444W,tail_independent
YDR445C,not_checked
ECM11,no_call
RPS17B,tail_independent
ADA2,tail_independent
UTP6,tail_independent
RPS18A,tail_independent
YHP1,tail_independent
PPN1,tail_independent
TSA2,tail_independent
GUK1,tail_independent
YDR455C,not_checked
NHX1,tail_independent
TOM1,tail_independent
HEH2,tail_independent
PFA5,tail_independent
TFB3,tail_independent
MFA1,no_call
MRPL28,tail_independent
STP1,tail_independent
SPP41,tail_independent
RMT2,tail_independent
PKH3,tail_independent
YDR467C,not_checked
TLG1,tail_independent
SDC1,tail_independent
UGO1,tail_independent
RPL27B,tail_independent
TRS31,tail_independent
PRP3,tail_independent
[],tail_independent
JIP4,tail_independent
YDR476C,tail_independent
SNF1,tail_independent
SNM1,tail_independent
PEX29,tail_independent
DIG2,tail_independent
PHO8,tail_independent
CWC21,no_call
KRE2,tail_independent
VPS52,tail_independent
VPS72,tail_independent
VPS60,tail_independent
RIB3,tail_independent
PAC11,tail_independent
SLD5,tail_independent
PKH1,tail_independent
YDR491C,not_checked
IZH1,tail_independent
MZM1,tail_independent
RSM28,tail_independent
VPS3,tail_independent
PUF6,tail_independent
ITR1,tail_dependent
SEC20,tail_independent
LCD1,tail_independent
RPL37B,tail_independent
PLM2,tail_independent
SAM2,tail_dependent
LPP1,tail_independent
SPG3,not_checked
PSP1,tail_independent
GMC1,tail_independent
GIN4,tail_independent
GNP1,tail_dependent
YDR509W,not_checked
SMT3,tail_independent
SDH7,tail_independent
EMI1,tail_independent
GRX2,tail_independent
YDR514C,tail_independent
SLF1,tail_independent
EMI2,tail_dependent
GRH1,tail_independent
EUG1,tail_independent
FPR2,tail_independent
URC2,tail_independent
YDR521W,not_checked
SPS2,no_call
SPS1,no_call
AGE1,tail_independent
API2,not_checked
YDR526C,not_checked
RBA50,tail_independent
HLR1,tail_independent
QCR7,tail_independent
APA2,tail_independent
CAB1,tail_independent
KRE28,tail_independent
HSP31,tail_dependent
FIT1,not_checked
YDR535C,not_checked
STL1,no_call
YDR537C,not_checked
PAD1,tail_independent
FDC1,tail_independent
IRC4,no_call
YDR541C,tail_independent
PAU10,no_call
YDR543C,not_checked
YDR544C,not_checked
YRF1-1,not_checked
IRC22,tail_independent
WBP1,tail_independent
GIM4,tail_independent
YEA4,tail_independent
VAB2,tail_independent
YEA6,tail_independent
MIT1,tail_dependent
YEL008W,not_checked
GCN4,tail_dependent
YEL010W,not_checked
GLC3,tail_independent
UBC8,tail_independent
VAC8,tail_independent
YEL014C,not_checked
EDC3,tail_independent
NPP2,tail_independent
GTT3,tail_independent
EAF5,tail_independent
MMS21,tail_independent
PXP1,tail_independent
URA3,no_call
GEA2,tail_independent
YEL023C,tail_independent
RIP1,tail_independent
YEL025C,tail_independent
SNU13,tail_independent
VMA3,tail_independent
YEL028W,not_checked
BUD16,tail_independent
ECM10,no_call
SPF1,tail_independent
MCM3,tail_independent
MTC7,not_checked
HYP2,tail_dependent
UTR5,not_checked
ANP1,tail_independent
RAD23,tail_independent
UTR4,tail_independent
CYC7,no_call
UTR2,tail_dependent
YEF1,no_call
GDA1,tail_independent
YEL043W,tail_independent
IES6,tail_independent
YEL045C,not_checked
GLY1,tail_dependent
FRD1,tail_independent
TCA17,tail_independent
PAU2,no_call
RML2,tail_independent
VMA8,tail_independent
AFG1,tail_independent
MAK10,tail_independent
RPL12A,tail_independent
POL5,tail_independent
HAT2,tail_independent
SDD1,no_call
PCM1,tail_independent
HHY1,not_checked
PRB1,tail_independent
CIN8,tail_independent
NPR2,tail_independent
CAN1,tail_independent
AVT2,tail_independent
SIT1,tail_dependent
HPA3,no_call
YEL067C,no_call
YEL068C,not_checked
HXT13,no_call
DSF1,no_call
DLD3,tail_dependent
RMD6,tail_independent
YEL073C,no_call
YEL074W,not_checked
YEL075C,no_call
YEL076C,not_checked
YEL077C,not_checked
MNN1,tail_independent
NOP16,tail_independent
PMI40,tail_independent
FMP52,tail_independent
YND1,tail_independent
NUG1,tail_independent
PAC2,tail_independent
SEC3,tail_independent
NTF2,tail_independent
YER010C,tail_independent
TIR1,no_call
PRE1,tail_independent
PRP22,tail_independent
HEM14,tail_independent
FAA2,no_call
BIM1,tail_independent
AFG3,tail_independent
SPC25,tail_independent
ISC1,tail_independent
GPA2,tail_independent
RPN3,tail_independent
SRB4,tail_independent
PRO3,tail_independent
YAT2,tail_independent
GCD11,tail_independent
CHO1,tail_dependent
GAL83,tail_independent
MIG3,tail_independent
SMB1,tail_independent
CHZ1,tail_independent
YPT31,tail_independent
FIR1,tail_independent
ZRG8,tail_independent
YER034W,tail_independent
EDC2,tail_independent
ARB1,tail_independent
PHM8,no_call
KRE29,tail_independent
HVG1,no_call
GLN3,tail_independent
YEN1,tail_independent
MXR1,tail_independent
SAH1,tail_dependent
ERG28,tail_dependent
ACA1,no_call
SPO73,tail_independent
SAP1,tail_independent
CAJ1,tail_independent
TPA1,tail_independent
RSM18,tail_independent
JHD1,tail_independent
HOM3,tail_independent
PIC2,tail_dependent
GIP2,not_checked
HIS1,tail_independent
FCY2,tail_independent
HMF1,tail_independent
PET117,no_call
PCL6,tail_independent
FCY21,tail_independent
CEM1,tail_independent
GPP2,tail_dependent
THO1,tail_independent
VHR2,tail_dependent
ICL1,tail_independent
RRT13,no_call
RGI1,tail_independent
MOT2,tail_independent
ARG56,tail_dependent
RNR1,tail_dependent
TDA2,tail_independent
VTC1,tail_independent
ALD5,tail_independent
RPS24A,tail_independent
PTP3,tail_independent
YER076C,no_call
MRX1,tail_independent
ICP55,tail_independent
YER079W,tail_independent
AIM9,tail_independent
SER3,tail_independent
UTP7,tail_independent
GET2,tail_independent
YER084W,not_checked
YER085C,no_call
ILV1,tail_independent
AIM10,tail_independent
DOT6,tail_independent
PTC2,tail_independent
TRP2,tail_independent
MET6,tail_dependent
IES5,tail_independent
TSC11,tail_independent
PUP3,tail_independent
RAD51,tail_independent
SHC1,no_call
YER097W,not_checked
UBP9,tail_independent
PRS2,tail_independent
UBC6,tail_independent
AST2,tail_independent
RPS8B,tail_independent
SSA4,tail_independent
RTT105,tail_independent
NUP157,tail_independent
MAM1,no_call
GLE2,tail_independent
FLO8,no_call
KAP123,tail_independent
SWI4,tail_independent
LSM4,tail_independent
TMN3,tail_independent
BOI2,tail_independent
SPR6,tail_independent
SLX8,tail_independent
RPL23B,tail_independent
SHO1,tail_independent
AVT6,tail_independent
SCS2,tail_independent
YER121W,no_call
GLO3,tail_independent
YCK3,tail_independent
DSE1,tail_dependent
RSP5,tail_independent
NSA2,tail_independent
LCP5,tail_independent
VFA1,no_call
SAK1,tail_independent
COM2,tail_dependent
RPS26B,tail_independent
PMD1,tail_independent
GLC7,tail_independent
YER134C,tail_independent
YER135C,not_checked
GDI1,tail_independent
YER137C,no_call
YER138C,not_checked
RTR1,tail_independent
EMP65,tail_independent
COX15,tail_independent
MAG1,tail_independent
DDI1,tail_independent
UBP5,tail_independent
FTR1,tail_dependent
LSM5,tail_independent
SCC4,tail_independent
SPT15,tail_independent
PEA2,tail_independent
SPI1,tail_independent
UBP3,tail_independent
YER152C,tail_independent
PET122,no_call
OXA1,tail_independent
BEM2,tail_independent
YER156C,tail_independent
COG3,tail_independent
YER158C,no_call
BUR6,tail_independent
YER160C,not_checked
SPT2,tail_independent
RAD4,tail_independent
GCG1,no_call
CHD1,tail_independent
PAB1,tail_independent
DNF1,tail_independent
BCK2,tail_independent
CCA1,tail_independent
RPH1,tail_independent
ADK2,tail_independent
RAD3,tail_independent
BRR2,tail_independent
RAD24,tail_independent
GRX4,tail_independent
TMT1,tail_independent
ECM32,tail_independent
BMH1,tail_dependent
PDA1,tail_independent
DMC1,no_call
ISC10,not_checked
YER181C,not_checked
FMP10,tail_independent
FAU1,tail_independent
TOG1,tail_independent
PUG1,no_call
YER186C,tail_independent
YER187W,no_call
YER188W,not_checked
YER189W,no_call
YRF1-2,no_call
DEG1,tail_independent
SPB4,tail_independent
MSH4,no_call
VTC2,tail_independent
SEC4,tail_independent
[],tail_independent
BLM10,tail_independent
SMC1,tail_independent
CDC4,tail_independent
WWM1,tail_independent
HXT10,no_call
YFL012W,no_call
IES1,tail_independent
HSP12,no_call
YFL015C,not_checked
MDJ1,tail_independent
GNA1,tail_independent
LPD1,tail_independent
YFL019C,not_checked
PAU5,not_checked
GAT1,tail_dependent
FRS2,tail_independent
BUD27,tail_independent
EPL1,tail_independent
BST1,tail_independent
STE2,no_call
GYP8,tail_independent
CAF16,tail_independent
CAK1,tail_independent
AGX1,no_call
HAC1,tail_independent
YFL032W,not_checked
RIM15,tail_independent
MIL1,tail_independent
RPO41,tail_independent
TUB2,tail_independent
YPT1,tail_independent
ACT1,tail_independent
YFL040W,no_call
FET5,tail_independent
LAM5,tail_independent
[],tail_independent
OTU1,tail_independent
SEC53,tail_independent
FMP32,tail_independent
RGD2,tail_independent
EMP47,tail_independent
SWP82,tail_independent
ALR2,tail_independent
YFL051C,no_call
ZNF1,no_call
DAK2,no_call
AQY3,no_call
AGP3,no_call
AAD6,not_checked
AAD16,not_checked
THI5,no_call
SNZ3,no_call
SNO3,no_call
DDI2,no_call
COS4,no_call
YFL063W,not_checked
YFL064C,no_call
YFL065C,no_call
YFL066C,no_call
YFL067W,not_checked
YFL068W,not_checked
LOC1,tail_independent
NIC96,tail_independent
YPI1,tail_independent
RPN11,tail_independent
SAD1,tail_independent
YFR006W,tail_independent
YFH7,tail_independent
FAR7,tail_independent
GCN20,tail_independent
UBP6,tail_independent
MIC19,tail_independent
DCV1,no_call
IOC3,tail_independent
CMK1,tail_independent
GSY1,tail_independent
AIP5,tail_independent
IGD1,no_call
YFR018C,no_call
FAB1,tail_independent
CSS2,not_checked
ATG18,tail_independent
ROG3,no_call
PES4,no_call
[],tail_independent
HIS2,tail_independent
ULI1,no_call
ECO1,tail_independent
CDC14,tail_independent
PTR3,tail_independent
MET10,tail_independent
SMC2,tail_independent
RRT5,no_call
QCR6,tail_independent
PHO4,tail_independent
YFR035C,no_call
CDC26,no_call
RSC8,tail_independent
IRC5,tail_independent
OSW7,tail_independent
SAP155,tail_independent
ERJ5,tail_independent
KEG1,tail_independent
IRC6,tail_independent
DUG1,tail_independent
YFR045W,tail_independent
CNN1,tail_independent
BNA6,tail_independent
RMD8,tail_independent
YMR31,tail_independent
PRE4,tail_independent
RET2,tail_independent
RPN12,tail_independent
HXK1,not_checked
YFR054C,not_checked
IRC7,not_checked
YFR056C,not_checked
YFR057W,not_checked
ERG26,tail_independent
ERP6,tail_independent
CDH1,tail_independent
RPN14,tail_independent
COG7,tail_independent
PMC1,tail_independent
BRP1,not_checked
PMA1,not_checked
LEU1,tail_dependent
MPO1,tail_independent
SCL1,tail_independent
ERG4,tail_dependent
PDR1,tail_independent
PUF4,tail_independent
YGL015C,no_call
KAP122,tail_independent
ATE1,tail_independent
JAC1,tail_independent
CKB1,tail_independent
GET1,tail_independent
ALK1,tail_independent
STT3,tail_independent
PIB2,tail_independent
YGL024W,not_checked
PGD1,tail_independent
TRP5,tail_independent
CWH41,tail_independent
SCW11,tail_dependent
CGR1,tail_independent
RPL30,tail_independent
RPL24A,tail_independent
AGA2,no_call
HOP2,not_checked
YGL034C,not_checked
MIG1,tail_independent
YGL036W,tail_independent
PNC1,tail_dependent
OCH1,tail_independent
YGL039W,tail_independent
HEM2,tail_independent
YGL041C,not_checked
YGL042C,not_checked
DST1,tail_independent
RNA15,tail_independent
RIM8,tail_independent
[],tail_independent
ALG13,tail_independent
RPT6,tail_independent
TIF4632,tail_independent
TYW3,tail_independent
MST27,not_checked
YGL052W,not_checked
PRM8,no_call
ERV14,tail_independent
OLE1,tail_dependent
SDS23,tail_independent
GEP7,tail_independent
RAD6,tail_independent
PKP2,tail_independent
YBP2,tail_independent
DUO1,tail_independent
PYC1,tail_independent
PUS2,no_call
MRH4,tail_independent
ALG2,tail_independent
SGF73,tail_independent
NPY1,tail_independent
MNP1,tail_independent
YGL069C,not_checked
RPB9,tail_independent
AFT1,tail_independent
YGL072C,not_checked
HSF1,tail_independent
YGL074C,not_checked
MPS2,tail_independent
RPL7A,tail_independent
HNM1,tail_independent
DBP3,tail_independent
KXD1,tail_independent
MPC1,tail_independent
YGL081W,no_call
YGL082W,tail_independent
SCY1,tail_independent
GUP1,tail_independent
LCL3,tail_independent
MAD1,tail_independent
MMS2,tail_independent
YGL088W,not_checked
MF(ALPHA)2,not_checked
LIF1,tail_independent
NBP35,tail_independent
NUP145,tail_independent
SPC105,tail_independent
PAN2,tail_independent
VPS45,tail_independent
TOS8,tail_independent
SRM1,tail_independent
USE1,tail_independent
LSG1,tail_independent
SEH1,tail_independent
YGK1,tail_independent
YGL102C,not_checked
RPL28,tail_independent
VPS73,no_call
ARC1,tail_independent
MLC1,tail_independent
RMD9,tail_independent
YGL108C,tail_independent
YGL109W,not_checked
CUE3,tail_independent
NSA1,tail_independent
TAF6,tail_independent
SLD3,tail_independent
YGL114W,tail_independent
SNF4,tail_independent
CDC20,tail_independent
YGL117W,tail_independent
YGL118C,not_checked
COQ8,tail_independent
PRP43,tail_independent
GPG1,no_call
NAB2,tail_independent
RPS2,tail_independent
MON1,tail_independent
MET13,tail_dependent
SCS3,no_call
SOH1,tail_independent
CWC23,tail_independent
RSM23,tail_independent
CEG1,tail_independent
SNT2,tail_independent
YGL132W,not_checked
ITC1,tail_independent
PCL10,tail_independent
RPL1B,tail_independent
MRM2,tail_independent
SEC27,tail_independent
YGL138C,no_call
FLC3,tail_independent
YGL140C,tail_independent
HUL5,tail_independent
GPI10,tail_independent
MRF1,tail_independent
ROG1,tail_independent
TIP20,tail_independent
RRT6,no_call
RPL9A,tail_independent
ARO2,tail_independent
YGL149W,not_checked
INO80,tail_independent
NUT1,tail_independent
YGL152C,not_checked
PEX14,tail_independent
LYS5,tail_independent
CDC43,tail_independent
AMS1,no_call
ARI1,tail_dependent
RCK1,no_call
YGL159W,tail_independent
AIM14,tail_independent
YIP5,tail_independent
SUT1,tail_independent
RAD54,tail_independent
YRB30,tail_independent
YGL165C,not_checked
CUP2,tail_independent
PMR1,tail_independent
HUR1,no_call
SUA5,tail_independent
SPO74,no_call
ROK1,tail_independent
NUP49,tail_independent
XRN1,tail_independent
BUD13,tail_independent
SAE2,tail_independent
YGL176C,tail_independent
YGL177W,not_checked
MPT5,tail_independent
TOS3,no_call
ATG1,tail_independent
GTS1,tail_independent
YGL182C,not_checked
MND1,no_call
STR3,not_checked
YGL185C,tail_independent
TPN1,tail_independent
COX4,tail_independent
YGL188C,not_checked
RPS26A,tail_independent
CDC55,tail_independent
COX13,tail_independent
IME4,no_call
YGL193C,not_checked
HOS2,tail_independent
GCN1,tail_independent
DSD1,tail_independent
MDS3,tail_independent
YIP4,tail_independent
YGL199C,not_checked
EMP24,tail_independent
MCM6,tail_independent
ARO8,tail_independent
KEX1,tail_independent
YGL204C,not_checked
POX1,no_call
CHC1,tail_independent
SPT16,tail_independent
SIP2,tail_independent
MIG2,tail_dependent
YPT32,tail_independent
NCS6,tail_independent
VAM7,tail_independent
SKI8,tail_independent
YGL214W,not_checked
CLG1,tail_independent
KIP3,tail_independent
YGL217C,not_checked
YGL218W,not_checked
MDM34,tail_independent
BOL2,tail_independent
NIF3,tail_independent
EDC1,tail_independent
COG1,tail_independent
SDT1,tail_independent
VRG4,tail_independent
OST5,tail_independent
MTC3,tail_independent
VID30,tail_independent
SHE10,tail_independent
SAP4,tail_independent
YGL230C,no_call
EMC4,tail_independent
TAN1,tail_independent
SEC15,tail_independent
"ADE5,7",tail_independent
YGL235W,not_checked
MTO1,no_call
HAP2,tail_independent
CSE1,tail_independent
YGL239C,not_checked
DOC1,tail_independent
KAP114,tail_independent
YGL242C,tail_independent
TAD1,tail_independent
RTF1,tail_independent
GUS1,tail_independent
RAI1,tail_independent
BRR6,tail_independent
PDE1,tail_independent
ZIP2,no_call
RMR1,tail_independent
HFM1,not_checked
RTG2,tail_independent
HXK2,tail_dependent
FZF1,tail_independent
ZRT1,tail_dependent
ADH4,tail_dependent
MNT2,tail_independent
VEL1,no_call
YPS5,not_checked
YGL260W,not_checked
PAU11,not_checked
YGL262W,not_checked
COS12,not_checked
EFM5,tail_independent
SWC4,tail_independent
CUL3,tail_independent
PEX31,tail_independent
TFG2,tail_independent
PRP18,tail_independent
ECT1,tail_independent
STF2,tail_independent
SEC9,tail_independent
NMA2,tail_independent
YGR011W,not_checked
MCY1,tail_independent
SNU71,tail_independent
MSB2,tail_dependent
EAT1,tail_independent
YGR016W,tail_independent
YGR017W,tail_independent
YGR018C,not_checked
UGA1,tail_independent
VMA7,tail_independent
DPC29,tail_independent
YGR022C,not_checked
MTL1,tail_independent
THG1,tail_independent
YGR025W,not_checked
YGR026W,tail_independent
RPS25A,tail_independent
MSP1,tail_independent
ERV1,tail_independent
POP6,tail_independent
IMO32,tail_independent
GSC2,tail_independent
TIM21,tail_independent
RPL26B,tail_independent
YGR035C,no_call
CAX4,tail_independent
ACB1,tail_independent
ORM1,tail_independent
YGR039W,not_checked
KSS1,tail_independent
BUD9,tail_dependent
MTE1,tail_independent
NQM1,no_call
RME1,tail_dependent
YGR045C,not_checked
TAM41,tail_independent
TFC4,tail_independent
UFD1,tail_independent
SCM4,tail_independent
YGR050C,not_checked
YGR051C,not_checked
FMP48,tail_dependent
MCO32,no_call
YGR054W,tail_independent
MUP1,tail_dependent
RSC1,tail_independent
LST7,tail_independent
PEF1,tail_independent
SPR3,no_call
ERG25,tail_dependent
ADE6,tail_independent
COX18,tail_independent
SPT4,tail_independent
YGR064W,not_checked
VHT1,tail_independent
GID10,no_call
YGR067C,no_call
ART5,tail_independent
YGR069W,not_checked
ROM1,tail_independent
ENV11,tail_independent
UPF3,tail_independent
YGR073C,not_checked
SMD1,tail_independent
PRP38,tail_independent
MRPL25,tail_independent
PEX8,tail_independent
PAC10,tail_independent
YGR079W,tail_independent
TWF1,tail_independent
SLX9,tail_independent
TOM20,tail_independent
GCD2,tail_independent
MRP13,tail_independent
RPL11B,tail_independent
PIL1,tail_dependent
PDC6,no_call
CTT1,no_call
NNF2,tail_independent
UTP22,tail_independent
PRP31,tail_independent
DBF2,tail_independent
DRN1,tail_independent
VAS1,tail_independent
RRP46,tail_independent
TPC1,no_call
ASK10,tail_independent
ESP1,tail_independent
TEL2,tail_independent
MDR1,tail_independent
PCP1,tail_independent
GTF1,tail_independent
NOP7,tail_independent
SRB5,tail_independent
VMA21,tail_independent
VOA1,tail_independent
YGR107W,not_checked
CLB1,tail_dependent
CLB6,tail_dependent
CLD1,no_call
YGR111W,tail_independent
SHY1,tail_independent
DAM1,tail_independent
YGR114C,not_checked
YGR115C,not_checked
SPT6,tail_independent
YGR117C,tail_independent
RPS23A,tail_independent
NUP57,tail_independent
COG2,tail_independent
MEP1,no_call
YGR122W,tail_independent
PPT1,tail_independent
ASN2,tail_independent
YGR125W,tail_independent
YGR126W,tail_independent
YGR127W,tail_independent
UTP8,tail_independent
SYF2,tail_independent
YGR130C,tail_independent
FHN1,no_call
PHB1,tail_independent
PEX4,no_call
CAF130,tail_independent
PRE9,tail_independent
LSB1,tail_independent
YGR137W,not_checked
TPO2,no_call
YGR139W,not_checked
CBF2,tail_independent
VPS62,tail_independent
BTN2,tail_independent
SKN1,tail_independent
THI4,no_call
ENP2,tail_independent
ECL1,tail_dependent
NAT2,tail_independent
RPL24B,tail_independent
GPC1,tail_independent
CCM1,tail_independent
YGR151C,not_checked
RSR1,tail_independent
YGR153W,no_call
GTO1,tail_independent
CYS4,tail_dependent
PTI1,tail_independent
CHO2,tail_dependent
MTR3,tail_independent
NSR1,tail_independent
YGR160W,not_checked
RTS3,tail_dependent
TIF4631,tail_independent
GTR2,tail_independent
YGR164W,not_checked
MRPS35,tail_independent
TRS65,tail_independent
CLC1,tail_independent
PEX35,tail_independent
PUS6,no_call
PSD2,tail_independent
MSM1,tail_independent
YIP1,tail_independent
RBG2,tail_independent
CBP4,tail_independent
ERG1,tail_independent
YGR176W,not_checked
ATF2,tail_independent
PBP1,tail_independent
OKP1,tail_independent
RNR4,tail_independent
TIM13,tail_independent
YGR182C,not_checked
QCR9,tail_independent
UBR1,tail_independent
TYS1,tail_independent
TFG1,tail_independent
HGH1,tail_independent
BUB1,tail_independent
CRH1,tail_dependent
YGR190C,not_checked
HIP1,tail_independent
TDH3,tail_dependent
PDX1,tail_independent
XKS1,tail_independent
SKI6,tail_independent
FYV8,tail_independent
SNG1,tail_independent
YPP1,tail_independent
PMT6,tail_independent
ELP2,tail_independent
YGR201C,not_checked
PCT1,tail_independent
YCH1,no_call
ADE3,tail_independent
TDA10,tail_independent
MVB12,tail_independent
CIR1,tail_independent
SER2,tail_independent
TRX2,tail_independent
YGR210C,tail_independent
ZPR1,tail_independent
SLI1,tail_independent
RTA1,no_call
RPS0A,tail_independent
RSM27,tail_independent
GPI1,tail_independent
CCH1,tail_independent
CRM1,tail_independent
YGR219W,not_checked
MRPL9,tail_independent
TOS2,tail_independent
PET54,tail_independent
HSV2,tail_independent
AZR1,no_call
AMA1,no_call
YGR226C,not_checked
DIE2,tail_independent
YGR228W,not_checked
SMI1,tail_independent
BNS1,tail_independent
PHB2,tail_independent
NAS6,tail_independent
PHO81,tail_independent
YHB1,tail_dependent
MIC26,tail_independent
SPG1,no_call
YGR237C,tail_independent
KEL2,tail_independent
PEX21,tail_independent
PFK1,tail_dependent
YAP1802,tail_independent
YGR242W,not_checked
MPC3,no_call
LSC2,tail_independent
SDA1,tail_independent
BRF1,tail_independent
CPD1,tail_independent
SOL4,no_call
MGA1,no_call
RIE1,tail_independent
NOP19,tail_independent
GCN5,tail_independent
PUP2,tail_independent
ENO1,tail_dependent
COQ6,tail_independent
GND2,no_call
MTM1,tail_independent
RAD2,tail_independent
YGR259C,not_checked
TNA1,tail_independent
APL6,tail_independent
BUD32,tail_independent
SAY1,tail_independent
MES1,tail_independent
YGR265W,not_checked
YGR266W,tail_independent
FOL2,tail_independent
HUA1,tail_independent
YGR269W,not_checked
YTA7,tail_independent
SLH1,tail_independent
[],tail_independent
YGR273C,no_call
TAF1,tail_independent
RTT102,tail_independent
RNH70,tail_independent
CAB4,tail_independent
CWC22,tail_independent
SCW4,tail_independent
PXR1,tail_independent
YOR1,tail_dependent
BGL2,tail_independent
YGR283C,tail_independent
ERV29,tail_independent
ZUO1,tail_independent
BIO2,tail_independent
IMA1,no_call
MAL13,tail_independent
MAL11,no_call
YGR290W,not_checked
YGR291C,not_checked
MAL12,no_call
YGR293C,not_checked
PAU12,not_checked
COS6,tail_independent
YRF1-3,no_call
RPL14B,tail_independent
HSE1,tail_independent
LAG1,tail_independent
MRP4,tail_independent
YHL005C,not_checked
SHU1,no_call
STE20,tail_independent
YHL008C,tail_independent
YAP3,tail_independent
ETP1,tail_independent
PRS3,tail_independent
YHL012W,no_call
OTU2,tail_independent
YLF2,tail_independent
RPS20,tail_independent
DUR3,no_call
YHL017W,tail_independent
MCO14,tail_independent
APM2,tail_independent
OPI1,tail_independent
AIM17,tail_independent
SPO11,no_call
NPR3,tail_independent
RIM4,no_call
SNF6,tail_independent
YHL026C,no_call
RIM101,tail_independent
WSC4,no_call
OCA5,tail_independent
ECM29,tail_independent
GOS1,tail_independent
GUT1,tail_independent
RPL8A,tail_independent
SBP1,tail_independent
VMR1,tail_dependent
MUP3,tail_independent
YHL037C,not_checked
CBP2,tail_independent
EFM1,tail_independent
ARN1,tail_dependent
YHL041W,not_checked
YHL042W,no_call
ECM34,no_call
YHL044W,no_call
YHL045W,not_checked
PAU13,no_call
ARN2,not_checked
COS8,tail_independent
YHL049C,no_call
YHL050C,no_call
OSH7,tail_independent
LEU5,tail_independent
TCD1,tail_independent
NEM1,tail_independent
GPA1,tail_independent
STP2,tail_independent
ERG11,tail_dependent
SOD2,tail_independent
TDA3,tail_independent
RPL27A,tail_independent
DIA4,tail_independent
VPS29,tail_independent
ARD1,tail_independent
SPO13,no_call
MIP6,no_call
YSC84,tail_independent
YSC83,tail_independent
ARG4,tail_independent
DED81,tail_independent
YHR020W,tail_independent
RPS27B,tail_independent
YHR022C,no_call
MYO1,tail_independent
MAS2,tail_independent
THR1,tail_independent
VMA16,tail_independent
RPN1,tail_independent
DAP2,tail_independent
YHI9,tail_independent
SLT2,tail_independent
RRM3,tail_independent
ERC1,tail_independent
YHR033W,no_call
PIH1,tail_independent
NEL1,no_call
BRL1,tail_independent
PUT2,tail_independent
RRF1,tail_independent
MSC7,tail_independent
BCD1,tail_independent
SRB2,not_checked
NCP1,tail_independent
DOG2,tail_independent
DOG1,no_call
YHR045W,tail_independent
INM1,tail_independent
AAP1,tail_independent
YHK8,tail_independent
FSH1,tail_independent
SMF2,tail_independent
COX6,tail_independent
CIC1,tail_independent
CUP1-1,not_checked
YHR054C,not_checked
CUP1-2,not_checked
RSC30,tail_independent
CPR2,tail_independent
MED6,tail_independent
FYV4,tail_independent
VMA22,tail_independent
GIC1,tail_independent
RPP1,tail_independent
PAN5,tail_independent
SSZ1,tail_independent
RRP3,tail_independent
SSF1,tail_independent
HTD2,tail_independent
DYS1,tail_independent
RRP4,tail_independent
TRM5,tail_independent
PCL5,tail_independent
ERG7,tail_independent
OSH3,tail_independent
QNS1,tail_independent
PPE1,no_call
PTC7,tail_independent
NMD2,tail_independent
YHR078W,tail_independent
IRE1,tail_independent
LAM4,tail_independent
LRP1,tail_independent
KSP1,tail_independent
SAM35,tail_independent
STE12,tail_independent
IPI1,tail_independent
NAM8,tail_independent
RTC3,no_call
RPF1,tail_independent
GAR1,tail_independent
YNG2,tail_independent
MSR1,tail_independent
HXT4,not_checked
AHT1,not_checked
HXT1,tail_dependent
YHR095W,not_checked
HXT5,no_call
PAL2,tail_independent
SFB3,tail_independent
TRA1,tail_independent
GEP4,tail_independent
BIG1,tail_independent
KIC1,tail_independent
SBE22,tail_independent
GRE3,tail_independent
YPT35,tail_independent
TRR2,tail_independent
CDC12,tail_independent
GGA2,tail_independent
CTM1,tail_independent
ERP5,tail_independent
UBA4,tail_independent
YHR112C,tail_independent
APE4,tail_independent
BZZ1,tail_independent
